    2865     -1.0    361.8
    7779     -1.3    338.4
    7544     -1.8    298.3
    4450      0.1    443.5
   12510      0.5    476.1
    7185      0.5    475.5
    4426     -0.2    419.7
    4588     -0.1    427.9
   13700      0.4    462.1
   17765      0.3    456.8
    6300     -0.6    388.6
    4894      0.3    458.8
    2340      0.7    489.7
    1436      0.7    491.1
   15828     -0.1    433.1
   17767      0.0    436.9
    4491      1.4    538.8
   17586     -0.5    398.4
    2106     -0.1    430.8
   13006      0.3    461.4
    2508      0.5    475.4
    4139      2.0    579.2
   17630      0.9    497.7
   16689      1.3    528.2
   17764      0.1    446.4
    3425     -0.8    380.5
   23141     -1.1    354.4
     613     -0.4    408.0
    4337      1.4    540.8
    3866     -0.6    391.7
   29892     -1.1    355.7
    4645      1.3    536.4
    1948     -1.6    319.1
    5456      0.8    489.7
     437      1.5    548.6
    5305     -0.5    401.1
   11657      1.7    563.6
    5892     -0.7    383.0
   17387     -0.1    431.0
    5081     -0.5    392.7
     665     -1.3    342.7
   12356      1.3    532.2
   14378     -0.3    415.9
    1600      0.6    477.8
   11986      2.0    578.0
    2175      0.2    452.3
    3021      0.1    428.2
     716     -1.1    356.8
   17768      0.2    446.6
   13426      0.1    442.7
    3286     -1.5    325.3
    5455      0.4    461.1
   12792     -0.3    418.0
   12435      0.1    445.6
     948      0.8    500.7
    4448      0.1    444.5
    2146      0.5    473.2
     151     -0.4    409.4
     569      1.9    569.5
   11402      1.6    554.2
    4003      0.2    452.9
   14294     -0.1    426.4
    4207     -0.7    381.5
    4806     -0.5    397.1
    2653      0.4    464.9
   15688     -0.5    398.4
    4516     -0.8    381.1
     815      2.8    641.7
   14362     -0.4    402.3
    6027      1.6    550.6
   18404      0.5    474.0
   12559     -1.1    352.5
     121     -1.0    365.8
     531      0.5    471.7
    1390      0.1    445.1
   12929      1.0    512.2
   11843      0.8    499.7
    8162      0.6    480.3
   21823      0.8    489.8
    2848     -1.2    343.6
   12855      0.0    440.3
   16770      0.7    487.3
    7309      0.5    470.5
   12837      0.4    467.5
    3845     -0.6    393.7
   14602     -0.4    407.6
    8670     -0.5    395.3
    5580      1.4    526.8
   30495     -0.6    394.9
   13500      0.1    441.9
     325     -0.9    367.7
     206     -0.2    415.0
   15954      0.8    497.3
    2157      0.7    482.3
    3112     -0.7    386.1
    3943      0.2    450.8
    2155     -0.0    434.0
      45      1.6    545.9
   29912      1.5    543.6
    3508      0.9    503.9
   17694      0.0    436.8
    1606     -0.0    431.9
    6259     -1.2    347.8
   11490     -0.6    392.7
   15826     -0.2    421.1
   14031     -0.1    426.3
   17971     -0.3    414.0
   22607     -0.2    426.3
    7190     -0.8    378.6
     468     -0.4    406.3
   11516      0.8    493.6
    6477     -0.2    422.4
    1767      0.0    440.4
   14711      1.7    565.1
   22875     -0.8    381.6
    4377     -0.2    424.7
   15213     -2.0    290.4
   12400      0.4    465.2
    6572     -1.6    326.4
     338      1.5    552.1
    4012      0.5    474.1
   15473     -1.4    328.5
   13011      1.9    569.4
    7632     -1.8    302.7
    5705     -0.6    388.8
    3997      0.2    447.4
    4375     -0.4    410.7
   10776     -0.7    390.7
   17844      0.5    479.4
    1940      0.2    452.0
   16165      1.1    514.3
    5615     -1.6    317.5
   29780     -0.5    393.6
   12428     -0.8    375.6
   29894     -2.0    289.0
    8649     -0.8    379.9
    5848      1.7    561.8
   12635      1.8    571.3
   16234     -0.4    402.9
   34177      1.0    513.0
    5712     -1.0    362.9
    4811     -0.3    417.8
    7221      0.5    473.6
    6495     -0.3    413.8
    4243     -0.7    384.9
   22642      0.8    493.5
    5921     -1.0    363.2
    6405      1.1    513.0
    7060      1.1    512.5
   22026     -0.9    370.0
   26605     -1.2    354.6
    1750      0.2    455.0
    3435     -2.2    274.7
     660     -1.4    329.0
     652     -0.9    369.2
   11347     -1.6    320.0
   12930      0.6    486.2
   21182     -1.1    355.7
   33165      0.7    485.4
   23821     -1.8    307.1
   14520     -0.4    406.8
    5514     -0.9    373.8
    2402      1.4    539.4
   12065     -0.3    417.0
    4284      0.4    455.4
   25878     -1.4    331.5
   11924      1.7    562.7
   14194      0.0    439.3
     952     -2.6    249.9
    2111      1.2    521.5
    2866     -0.8    371.7
   21852      0.8    492.5
   11649     -0.7    384.3
    2039      1.5    548.9
    3826     -1.2    349.8
   33912     -0.3    414.5
   28636     -0.7    384.1
   17590      0.3    459.4
    4529     -1.1    352.4
     103     -0.5    399.7
    1377     -1.7    313.7
    1729     -0.2    422.6
    5071     -0.5    395.5
   14411      0.6    478.1
     575     -0.9    368.9
   17661      0.1    447.6
    1240     -0.0    435.3
   16615      0.0    438.7
   19134     -1.6    320.8
   16688      1.0    512.4
   19855     -1.7    307.8
    3387     -0.1    424.9
   18433      0.9    501.9
   15349      1.0    509.3
   12944     -0.2    425.5
    3738      0.9    499.6
    3051     -1.2    350.3
   13414     -1.3    341.4
   12715      0.0    443.3
   11654     -0.5    398.4
    5645     -1.4    331.7
    6275     -0.5    400.9
    4975     -0.0    435.1
    5643     -0.2    423.3
    1831     -1.0    362.0
     602      2.5    612.5
    6303     -0.5    398.9
   14678     -0.3    414.5
    5639     -1.6    318.6
    4481     -0.5    398.2
    1245      0.3    456.1
   15163      0.3    459.8
    5688     -1.5    323.0
   12378      1.8    566.0
   17585      1.5    542.8
    7515     -1.4    328.1
   11502     -0.0    432.8
    1506      0.8    496.8
    4392      0.9    498.6
   34163     -0.0    432.8
    4135     -0.1    426.6
    5237      0.0    441.1
    1082      0.5    468.5
     546     -1.4    334.2
   33154      0.6    484.0
    7175     -0.8    375.6
   11387      1.6    552.8
    5501     -0.4    408.6
     607      0.1    442.5
    6457     -1.1    352.1
   12100     -0.8    377.4
   11469     -0.7    382.9
   11787     -0.7    382.2
    6263     -1.4    328.8
    7511      1.1    516.2
    3239     -0.1    426.5
    1674     -0.6    392.8
   12779     -0.4    408.2
    5207      0.7    484.1
    7203      0.5    472.1
   24639      2.1    591.3
    6626     -0.9    370.6
   22831     -0.8    376.9
     370      0.6    474.1
    2331     -0.3    417.7
   17060     -0.0    435.8
    4875      1.8    566.9
   13761      0.8    494.7
    6956     -1.1    354.8
   29914      2.0    572.0
    1571     -1.4    325.7
    2116      1.4    542.3
    7378     -0.4    406.9
    5605     -0.4    407.4
    1456     -1.7    314.1
   16036      0.8    504.2
    1300      1.8    573.7
    7826      0.6    479.6
   15772      1.7    556.5
    8076     -0.6    395.1
   12391     -0.2    424.1
   16811      1.9    579.4
    4552     -0.0    432.4
    3562      0.3    460.9
    5886     -1.0    362.0
    7071     -1.1    356.2
    5221      1.3    534.0
    4414     -0.1    426.9
   12680      0.1    444.2
    5361      0.3    461.6
    6285      0.6    484.0
   12798      0.6    478.0
    7116      1.3    532.1
   13219      0.3    464.1
    3518     -0.2    420.9
    7569      1.2    529.8
    1165     -0.6    392.0
    1133     -0.2    420.2
    6462     -0.3    413.5
    7567     -2.1    279.7
   11499      0.6    488.5
   11675      2.2    592.8
   16563     -2.3    271.1
    6484     -0.6    390.6
    2556      0.4    466.2
    9435      1.0    515.0
   33514      1.1    521.5
    5386      0.3    460.9
   17091      0.3    454.1
    1928      0.0    439.8
    4668      0.5    475.0
   16428     -0.1    426.8
    2994      1.5    541.7
   17717      0.1    442.8
    6122      2.0    579.3
   14944     -1.3    340.2
    2651      0.1    443.7
   12506      0.7    491.3
    4452      0.9    501.8
   24635      0.7    491.3
   27280     -1.5    328.2
    1702     -1.6    317.4
    4952      0.4    470.5
    5052     -0.5    396.8
    1091      0.1    447.9
     699     -0.8    374.1
    6332     -0.4    406.3
    2705      1.8    562.5
   17912      0.1    442.9
   12077     -0.4    411.3
   15612      0.2    448.6
   21590     -0.9    365.6
   26586      0.7    491.8
   11586      0.4    464.6
    8532     -0.6    390.7
   13145     -0.5    399.8
    5722     -2.7    239.8
   15162      0.3    464.7
    4612      0.6    476.3
   17494      0.0    438.0
    8206      1.3    529.2
   12127      0.5    469.4
    6779     -1.6    314.6
    3984      0.1    447.8
    7425      0.9    502.1
    4522     -1.0    358.2
     630      0.0    440.3
    4233     -1.9    295.0
     626     -0.4    408.9
    5871     -0.2    420.3
      83     -1.1    357.9
    6533     -1.0    360.6
    9314     -0.6    391.9
   13135      1.0    512.3
    6227      1.2    520.8
   11238      1.3    534.6
   19906     -1.0    354.1
   17396     -0.1    434.7
   21562     -0.3    416.6
   14954      0.7    496.6
   12657      0.7    490.4
    5925     -0.7    381.6
    3622     -1.0    358.3
   15148      1.3    533.3
    7526     -0.1    424.5
    1368     -0.7    381.2
    4176     -0.7    385.2
     549      1.0    512.9
    8366     -0.4    406.8
   26151     -1.0    365.3
    5907     -1.1    350.7
   18337     -0.5    398.2
    7265     -0.4    408.3
    4344      1.4    539.1
   26283      0.7    486.7
    1054      0.4    465.6
   12565     -0.8    383.8
    1381      0.9    499.7
   17737      0.4    465.6
   25076     -0.2    422.5
   11218     -0.6    396.7
   16867      2.2    598.5
   30030     -0.6    388.8
    4820     -0.1    426.5
   14647     -1.6    324.5
    6238     -0.3    396.0
    2344      0.5    467.7
    7605     -2.0    294.9
   13020      0.1    442.5
    2553     -0.1    429.7
    4865     -0.4    408.8
   15711      0.2    446.5
   38540      0.0    438.6
    6487     -0.0    433.7
    5006     -0.9    365.5
    5371     -0.1    426.9
    6744     -0.6    391.2
   38538     -0.2    416.4
    5740     -1.5    325.0
   14328     -0.0    439.3
    5115      0.4    465.9
    5702     -1.5    328.5
   13206     -1.6    318.7
    3047     -1.1    357.8
    6010      1.1    513.2
    4579     -1.7    312.6
   29782     -1.9    298.2
    1351      0.3    454.4
   12688     -0.9    367.0
   13005     -0.1    427.2
   15025      0.8    498.0
    5126      1.0    504.6
   17699     -0.1    431.9
    7058      0.7    481.8
    4303      1.4    540.2
    7315     -0.8    379.5
    2346      0.9    502.5
   15924      2.1    592.5
   17975      0.5    467.5
     900      0.6    479.2
    1748     -0.4    406.2
    7979     -1.2    349.4
     785      0.5    473.1
    4802     -1.3    341.9
   12856      0.0    436.8
   10747     -1.1    351.8
   15599      0.2    454.3
   15460     -0.2    423.9
   12198      1.6    555.0
     894      2.5    618.8
   16687      1.5    549.5
    4539      0.3    460.9
   18055      0.2    451.6
    5771      0.9    494.8
   17610     -0.5    404.7
    5537      1.0    517.0
    8152     -1.2    346.6
    5261     -1.7    310.3
    4085     -0.8    380.5
    2678     -0.8    377.0
    6245     -1.4    331.8
   16451      0.0    436.8
   15130      0.2    455.5
    7413      1.0    510.3
    3526     -0.7    379.4
    5438     -0.5    403.7
    3810     -0.6    393.7
    5754     -1.0    364.7
     642     -0.8    372.9
   17525     -0.3    412.0
    1753     -0.1    422.3
     986     -0.4    406.1
    3869     -1.3    342.2
   27273     -0.9    365.2
    3743      0.9    505.1
   10640     -1.7    311.4
   13617     -1.0    362.0
   25314      0.7    484.2
    8122      1.4    542.7
     405     -0.7    387.2
    1386      2.3    583.0
   12937      0.6    476.2
    4201     -1.4    335.4
   13428     -1.0    363.1
   20071     -1.4    337.7
     696     -1.3    342.9
   12347      0.4    460.9
   13751     -0.2    421.5
     662     -1.5    327.2
    4244     -0.5    400.3
    7764      0.8    492.0
   14035      0.6    480.6
     697     -0.1    425.9
   11769     -1.4    333.7
   12234      0.4    467.3
    5707     -1.2    357.0
   14204     -1.1    355.6
    9266     -1.0    357.7
    4136     -0.9    367.8
   11272      0.0    440.2
   35329      0.1    442.9
    2754     -0.5    392.6
    4360     -0.6    389.0
   12390     -0.5    402.1
   13464      0.4    469.9
     659     -1.6    319.4
    1732     -0.6    382.4
   16017      0.7    484.4
    1073     -0.2    420.3
    3715     -1.5    328.5
    2068      0.9    507.0
   34176      0.5    474.6
   13337     -0.3    418.1
    3860      0.1    443.5
    1652     -0.1    435.8
    6513      0.5    469.5
   14778     -0.6    387.7
   12771      1.9    579.3
   13537      0.4    465.9
    6216      1.0    514.2
   13044     -0.4    410.0
    3721     -1.0    364.2
    3350      0.6    485.4
    8351      0.5    469.5
    2597      1.0    504.8
   27654      0.2    451.4
    9551     -1.6    324.8
    1884      1.6    546.1
   17663     -0.1    433.1
    7636      1.9    584.0
    6242     -0.3    412.3
   12440     -0.6    393.3
   34184      0.5    473.5
    1491      0.7    487.2
   11622     -0.2    420.8
   27299     -1.1    357.3
    3193     -0.3    414.0
   22116     -2.7    240.1
   38434      1.2    525.6
     798     -0.6    393.8
    5758     -0.4    401.7
    4793      0.5    469.7
   15482     -0.1    429.3
   16660     -0.4    406.7
   11963     -0.8    385.2
   14557      0.9    508.8
    5368     -1.9    297.3
    2628      1.3    533.7
    1197     -0.7    387.0
   38431      1.0    506.5
   13214     -0.3    414.8
    3612      0.5    473.1
    5900     -1.1    352.1
   16114      1.1    515.4
   16747      1.1    519.6
    6088     -0.4    408.8
    6082     -1.1    350.4
     820      2.7    635.5
    2899     -0.3    413.6
    5922     -0.1    430.8
   20020      2.1    599.2
     204     -0.4    402.5
   13895     -0.6    389.2
    1708      0.3    459.6
    2509      0.6    480.8
   27291     -1.5    334.2
   12081     -0.7    382.3
